gray_img,rgb_img,Label
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[8 8 8]
  [8 8 8]
  [8 8 8]
  ...
  [8 8 8]
  [8 8 8]
  [8 8 8]]

 [[8 8 8]
  [8 8 8]
  [8 8 8]
  ...
  [8 8 8]
  [8 8 8]
  [8 8 8]]

 [[8 8 8]
  [8 8 8]
  [8 8 8]
  ...
  [8 8 8]
  [8 8 8]
  [8 8 8]]

 ...

 [[8 8 8]
  [8 8 8]
  [8 8 8]
  ...
  [9 9 9]
  [9 9 9]
  [8 8 8]]

 [[9 9 9]
  [8 8 8]
  [8 8 8]
  ...
  [9 9 9]
  [9 9 9]
  [8 8 8]]

 [[9 9 9]
  [8 8 8]
  [8 8 8]
  ...
  [9 9 9]
  [9 9 9]
  [8 8 8]]]","[[[8 8 8]
  [8 8 8]
  [8 8 8]
  ...
  [8 8 8]
  [8 8 8]
  [8 8 8]]

 [[8 8 8]
  [8 8 8]
  [8 8 8]
  ...
  [8 8 8]
  [8 8 8]
  [8 8 8]]

 [[8 8 8]
  [8 8 8]
  [8 8 8]
  ...
  [8 8 8]
  [8 8 8]
  [8 8 8]]

 ...

 [[8 8 8]
  [8 8 8]
  [8 8 8]
  ...
  [9 9 9]
  [9 9 9]
  [8 8 8]]

 [[9 9 9]
  [8 8 8]
  [8 8 8]
  ...
  [9 9 9]
  [9 9 9]
  [8 8 8]]

 [[9 9 9]
  [8 8 8]
  [8 8 8]
  ...
  [9 9 9]
  [9 9 9]
  [8 8 8]]]",No
"[[[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [5 5 5]
  [5 5 5]
  [5 5 5]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [5 5 5]
  [5 5 5]
  [5 5 5]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [6 6 6]
  [6 6 6]
  [6 6 6]]

 ...

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [6 6 6]
  [6 6 6]
  [6 6 6]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [6 6 6]
  [6 6 6]
  [6 6 6]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [6 6 6]
  [6 6 6]
  [6 6 6]]]","[[[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [5 5 5]
  [5 5 5]
  [5 5 5]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [5 5 5]
  [5 5 5]
  [5 5 5]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [6 6 6]
  [6 6 6]
  [6 6 6]]

 ...

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [6 6 6]
  [6 6 6]
  [6 6 6]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [6 6 6]
  [6 6 6]
  [6 6 6]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [6 6 6]
  [6 6 6]
  [6 6 6]]]",No
"[[[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [11 11 11]
  [11 11 11]
  [11 11 11]]

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [11 11 11]
  [11 11 11]
  [11 11 11]]

 ...

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [11 11 11]
  [10 10 10]
  [10 10 10]]

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]]","[[[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [11 11 11]
  [11 11 11]
  [11 11 11]]

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [11 11 11]
  [11 11 11]
  [11 11 11]]

 ...

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [11 11 11]
  [10 10 10]
  [10 10 10]]

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]]",No
"[[[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 ...

 [[2 2 2]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 [[2 2 2]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 [[2 2 2]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]]","[[[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 ...

 [[2 2 2]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 [[2 2 2]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 [[2 2 2]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]]",No
"[[[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 [[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 [[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 ...

 [[17 17 17]
  [17 17 17]
  [17 17 17]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 [[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 [[15 15 15]
  [15 15 15]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]]","[[[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 [[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 [[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 ...

 [[17 17 17]
  [17 17 17]
  [17 17 17]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 [[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 [[15 15 15]
  [15 15 15]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]]",No
"[[[168 168 168]
  [  0   0   0]
  [ 24  24  24]
  ...
  [ 22  22  22]
  [ 22  22  22]
  [ 22  22  22]]

 [[168 168 168]
  [  0   0   0]
  [ 24  24  24]
  ...
  [ 22  22  22]
  [ 22  22  22]
  [ 22  22  22]]

 [[168 168 168]
  [  0   0   0]
  [ 24  24  24]
  ...
  [ 22  22  22]
  [ 22  22  22]
  [ 22  22  22]]

 ...

 [[168 168 168]
  [  0   0   0]
  [ 24  24  24]
  ...
  [ 21  21  21]
  [ 21  21  21]
  [ 21  21  21]]

 [[168 168 168]
  [  0   0   0]
  [ 24  24  24]
  ...
  [ 22  22  22]
  [ 22  22  22]
  [ 22  22  22]]

 [[168 168 168]
  [  0   0   0]
  [ 24  24  24]
  ...
  [ 22  22  22]
  [ 22  22  22]
  [ 22  22  22]]]","[[[168 168 168]
  [  0   0   0]
  [ 24  24  24]
  ...
  [ 22  22  22]
  [ 22  22  22]
  [ 22  22  22]]

 [[168 168 168]
  [  0   0   0]
  [ 24  24  24]
  ...
  [ 22  22  22]
  [ 22  22  22]
  [ 22  22  22]]

 [[168 168 168]
  [  0   0   0]
  [ 24  24  24]
  ...
  [ 22  22  22]
  [ 22  22  22]
  [ 22  22  22]]

 ...

 [[168 168 168]
  [  0   0   0]
  [ 24  24  24]
  ...
  [ 21  21  21]
  [ 21  21  21]
  [ 21  21  21]]

 [[168 168 168]
  [  0   0   0]
  [ 24  24  24]
  ...
  [ 22  22  22]
  [ 22  22  22]
  [ 22  22  22]]

 [[168 168 168]
  [  0   0   0]
  [ 24  24  24]
  ...
  [ 22  22  22]
  [ 22  22  22]
  [ 22  22  22]]]",No
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[17 17 17]
  [17 17 17]
  [17 17 17]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 [[17 17 17]
  [17 17 17]
  [17 17 17]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 [[17 17 17]
  [17 17 17]
  [17 17 17]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 ...

 [[20 20 20]
  [22 22 22]
  [20 20 20]
  ...
  [23 23 23]
  [23 23 23]
  [23 23 23]]

 [[19 19 19]
  [24 24 24]
  [24 24 24]
  ...
  [25 25 25]
  [26 26 26]
  [26 26 26]]

 [[21 21 21]
  [25 25 25]
  [25 25 25]
  ...
  [28 28 28]
  [26 26 26]
  [26 26 26]]]","[[[17 17 17]
  [17 17 17]
  [17 17 17]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 [[17 17 17]
  [17 17 17]
  [17 17 17]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 [[17 17 17]
  [17 17 17]
  [17 17 17]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 ...

 [[20 20 20]
  [22 22 22]
  [20 20 20]
  ...
  [23 23 23]
  [23 23 23]
  [23 23 23]]

 [[19 19 19]
  [24 24 24]
  [24 24 24]
  ...
  [25 25 25]
  [26 26 26]
  [26 26 26]]

 [[21 21 21]
  [25 25 25]
  [25 25 25]
  ...
  [28 28 28]
  [26 26 26]
  [26 26 26]]]",No
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [15 15 15]
  [14 14 14]
  [49 49 49]]

 [[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [15 15 15]
  [14 14 14]
  [49 49 49]]

 [[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [15 15 15]
  [14 14 14]
  [49 49 49]]

 ...

 [[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [12 12 12]
  [12 12 12]
  [49 49 49]]

 [[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [12 12 12]
  [12 12 12]
  [49 49 49]]

 [[49 49 49]
  [49 49 49]
  [49 49 49]
  ...
  [49 49 49]
  [49 49 49]
  [74 74 74]]]","[[[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [15 15 15]
  [14 14 14]
  [49 49 49]]

 [[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [15 15 15]
  [14 14 14]
  [49 49 49]]

 [[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [15 15 15]
  [14 14 14]
  [49 49 49]]

 ...

 [[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [12 12 12]
  [12 12 12]
  [49 49 49]]

 [[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [12 12 12]
  [12 12 12]
  [49 49 49]]

 [[49 49 49]
  [49 49 49]
  [49 49 49]
  ...
  [49 49 49]
  [49 49 49]
  [74 74 74]]]",No
