filepath,Label
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0192.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0193.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0194.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0195.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0196.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0197.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0198.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0199.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0200.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0201.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0202.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0203.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0204.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0205.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0206.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0207.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0208.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0209.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0210.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0211.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0212.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0213.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0214.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0215.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0216.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0217.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0218.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0219.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0220.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0221.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0222.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0223.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0224.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0225.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0226.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0227.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0228.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0229.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0230.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0231.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0232.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0233.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0234.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0235.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0236.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0237.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0238.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0239.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0240.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0241.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0242.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0243.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0244.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0245.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0246.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0247.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0248.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0249.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0250.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0251.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0252.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0253.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0254.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0255.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0256.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0257.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0258.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0259.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0260.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0261.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0262.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0263.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0264.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0265.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0266.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0267.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0268.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0269.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0270.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0271.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0272.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0273.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0274.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0275.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0276.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0277.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0278.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0279.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0280.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0281.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0282.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0283.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0284.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0285.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0286.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0287.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0288.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0289.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0290.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0291.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0292.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0293.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0294.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0295.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0296.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0297.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0298.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0299.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0300.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0301.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0302.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0303.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0304.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0305.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0306.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0307.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0308.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0309.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0310.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0311.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0312.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0313.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0314.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0315.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0316.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0317.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0318.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0319.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0320.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0321.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0322.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0323.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0324.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0325.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0326.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0327.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0328.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0329.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0330.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0331.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0332.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0333.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0334.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0335.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0336.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0337.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0338.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0339.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0340.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0341.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0342.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0343.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0344.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0345.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0346.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0347.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0348.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0349.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0350.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0351.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0352.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0353.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0354.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0355.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0356.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0357.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0358.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0359.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0360.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0361.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0362.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0363.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0364.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0365.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0366.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0367.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0368.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0369.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0370.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0371.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0372.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0373.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0374.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0375.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0376.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0377.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0378.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0379.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0380.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0381.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0382.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0383.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0384.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0385.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0386.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0387.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0388.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0389.jpg,pituitary
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/pituitary\Tr-pi_0390.jpg,pituitary
